"","time","chla.ugL","SiteID","yearnormal","yearcircle"
"1",0.463213213213213,8.05562199367509,"102",0.463213213213213,2.91045445535271
"2",0.535285285285285,6.72021579101225,"102",0.535285285285285,3.36329663965394
"3",0.607357357357357,5.16357065029631,"102",0.607357357357357,3.81613882395517
"4",0.679429429429429,3.60692550958038,"102",0.679429429429429,4.2689810082564
"5",0.751501501501501,1.82904143081134,"102",0.751501501501501,4.72182319255763
"6",0.82057057057057,0.715206356799278,"102",0.82057057057057,5.15579695251298
"7",0.895645645645646,3.14052991044142,"102",0.895645645645646,5.62750756116009
"8",0.964714714714715,2.91165058864174,"102",0.964714714714715,6.06148132111544
"9",1.03378378378378,3.56772701905446,"102",0.0337837837837838,0.212269773891202
"10",1.10885885885886,7.98420101517447,"102",0.108858858858859,0.683980382538318
"11",1.18093093093093,22.5779983523346,"102",0.180930930930931,1.13682256683955
"12",1.25,9.73849956150841,"102",0.25,1.5707963267949
"13",0.159924995474331,5.75947743536176,"107",0.659924995474331,4.14643103540487
"14",0.19074818095112,5.96559741754893,"107",0.69074818095112,4.3400988215131
"15",0.233632612918827,5.84599693405758,"107",0.733632612918827,4.60954965435934
"16",0.26546090226986,5.8921194609359,"107",0.76546090226986,4.80953269436241
"17",0.309685472736557,6.2175218402221,"107",0.809685472736557,5.0874038657351
"18",0.347544385333049,7.60183381935562,"107",0.847544385333049,5.32527842910717
"19",0.379372674684081,10.2483126029933,"107",0.879372674684081,5.52526146911023
"20",0.411200964035114,13.2518963763461,"107",0.911200964035114,5.7252445091133
"21",0.444146035468639,13.0707991903504,"107",0.944146035468639,5.93224449788841
"22",0.48490858147961,12.2077247793404,"107",0.98490858147961,6.18836312806777
"23",0.521762390201858,11.1113870140033,"107",1.02176239020186,6.41992243754501
"24",0.558616198924107,9.49762871724994,"107",1.05861619892411,6.65148174702225
"25",0.590444488275139,9.11465270096389,"107",1.09044448827514,6.85146478702532
"26",0.595470007646355,13.4673468927064,"107",1.09547000764635,6.88304105649949
"27",0.605521046388786,17.0596025493427,"107",1.10552104638879,6.94619359544782
"28",0.615572085131218,20.5585528642482,"107",1.11557208513122,7.00934613439616
"29",0.625623123873649,24.1041558500192,"107",1.12562312387365,7.0724986733445
"30",0.643212441672904,27.4281586491794,"107",1.1432124416729,7.18301561650409
"31",0.645725201358512,31.2420144924264,"107",1.14572520135851,7.19880375124117
"32",0.671969580297082,33.481342693966,"107",1.17196958029708,7.36370204738405
"33",0.665827278843374,37.4001670466602,"107",1.16582727884337,7.32510882913785
"34",0.692630048823191,29.5158656704064,"107",1.19263004882319,7.49351559966675
"35",0.702681087565622,26.3901367224241,"107",1.20268108756562,7.55666813861508
"36",0.712732126308054,23.2644077744418,"107",1.21273212630805,7.61982067756342
"37",0.722783165050485,20.185331497325,"107",1.22278316505049,7.68297321651176
"38",0.732834203792916,17.0129498784773,"107",1.23283420379292,7.7461257554601
"39",0.746235588782825,11.7203558385074,"107",1.24623558878282,7.83032914072454
"40",0.739534896287871,15.0068850312648,"107",1.23953489628787,7.78822744809232
"41",0.783089397505073,11.9914260326008,"107",1.28308939750507,8.06188845020178
"42",0.821199586070125,11.9802930088715,"107",1.32119958607013,8.30134182704756
"43",0.856797014949569,11.4729452132102,"107",1.35679701494957,8.52500706915626
"44",0.897419963200229,10.668186640782,"107",1.39741996320023,8.78024858073912
"45",0.918778420527896,10.3882706155895,"107",1.4187784205279,8.91444772600434
"46",1.08462055977801,10.6855753635591,"107",0.584620559778013,3.67327931147231
"47",1.11812402225278,12.9904529238599,"107",0.618124022252784,3.88378777463344
"48",1.15162748472755,15.6006462968245,"107",0.651627484727555,4.09429623779456
"49",1.18289738303734,16.8574409755926,"107",0.682897383037341,4.29077080341161
"50",1.20690819781093,20.6751845414118,"107",0.706908197810927,4.44163520201042
"51",1.23412976107168,23.7226036490128,"107",0.734129761071679,4.61267332832883
"52",1.26123166910931,25.5837119831792,"107",0.761231669109306,4.78295963870738
"53",1.30239306586402,26.3434840515587,"107",0.802393065864025,5.04158432201962
"54",1.33422135521506,26.2280186911668,"107",0.834221355215057,5.24156736202269
"55",1.35181067301431,21.6548906295853,"107",0.851810673014312,5.35208430518228
"56",1.37610068330852,17.8060452831892,"107",0.876100683308521,5.5047029409741
"57",1.42970622326815,9.14364400357312,"107",0.929706223268155,5.8415164820319
"58",1.4670386528829,10.668186640782,"107",0.9670386528829,6.07608305526858
"59",1.50299504743172,11.7178717352536,"107",1.00299504743172,6.30200374519685
"60",1.54236161583957,11.4029662069121,"107",1.04236161583957,6.54935118941118
"61",1.58047180440462,10.782697741997,"107",1.08047180440462,6.78880456625695
"62",1.6152316467222,10.2658073545678,"107",1.1152316467222,7.00720709678662
"63",1.65518452572336,9.31899139935436,"107",1.15518452572336,7.25823843910626
"64",1.69069819594662,10.0700994002874,"107",1.19069819594662,7.48137741005705
"65",1.73157242016584,12.7115736246868,"107",1.23157242016584,7.73819773511363
"66",1.7664160211396,12.8048789664176,"107",1.2664160211396,7.95712653680119
"67",1.79920155227563,10.1083545903971,"107",1.29920155227563,8.16312410432315
"68",1.83174777296541,7.69938031298335,"107",1.33174777296541,8.36761803996539
"69",1.86650761528298,8.51050061325685,"107",1.36650761528298,8.58602057049506
"70",1.9067955289089,10.3448836316847,"107",1.4067955289089,8.8391569974463
"71",1.94474581458486,4.61182173207271,"107",1.44474581458486,9.07760567480882
"72",0.375228817991632,2.00078451882845,"118",0.375228817991632,2.35763219603538
"73",0.457635983263598,1.53726464435146,"118",0.457635983263598,2.87541168607852
"74",0.536349372384937,2.57805962343096,"118",0.536349372384937,3.36998249608403
"75",0.622924293933054,1.70037918410042,"118",0.622924293933054,3.91394877112538
"76",0.70927039748954,0.296417364016737,"118",0.70927039748954,4.4564773403237
"77",0.791939069037657,0.434361924686192,"118",0.791939069037657,4.97589992275889
"78",0.878726464435146,0.0453713389121333,"118",0.878726464435146,5.52120121036878
"79",0.961362447698745,0.108132845188285,"118",0.961362447698745,6.04041840625496
"80",1.04393305439331,0.020528242677825,"118",0.0439330543933054,0.276039521863538
"81",1.12653634937239,0.00810669456067004,"118",0.126536349372385,0.795051331200712
"82",1.20940115062762,0.59714958158996,"118",0.209401150627615,1.31570623292993
"83",1.29658080543933,1.11035564853557,"118",0.296580805439331,1.86347215912789
"84",1.38000130753138,2.97751046025105,"118",0.380001307531381,2.3876186321902
"85",1.46208158995816,1.76216004184101,"118",0.462081589958159,2.90334425674329
"86",1.5489670502092,1.59871861924686,"118",0.548967050209205,3.44926170400019
"87",1.6312434623431,0.834466527196655,"118",0.631243462343096,3.96621964784731
"88",0.094911241,0.266118072,"13",0.094911241,0.596344914937381
"89",0.261026209,0.248410571,"13",0.261026209,1.64007604117759
"90",1.138792805,0.251864489,"13",0.138792805,0.872060913118242
"91",1.344076928,0.28996553,"13",0.344076928,2.16189909854909
"92",1.550934109,0.348933997,"13",0.550934109,3.46162109889288
"93",1.808915689,0.456422827,"13",0.808915689,5.08256717187185
"94",2.02599775,0.582433295,"13",0.0259977500000002,0.163348680819729
"95",2.186449709,0.696016852,"13",0.186449709,1.17149807211671
"96",2.318586615,0.787437763,"13",0.318586615,2.00173873843208
"97",2.441285172,0.906641134,"13",0.441285172,2.77267650898662
"98",2.535668677,1.011122175,"13",0.535668677,3.36570556084273
"99",2.623759948,1.14283161,"13",0.623759948,3.9191993404807
"100",2.696120635,1.24691689,"13",0.696120635,4.37385494585653
"101",2.771627439,1.345461509,"13",0.771627439,4.84827818734141
"102",2.913202696,1.463134601,"13",0.913202696,5.73782176198399
"103",3.035901253,1.530677901,"13",0.035901253,0.225574225358937
"104",3.290736716,1.617745436,"13",0.290736716,1.82675266222884
"105",3.507818777,1.615212562,"13",0.507818777,3.19071947835631
"106",3.687147436,1.509781693,"13",0.687147436,4.31747467374133
"107",3.800407642,1.390578322,"13",0.800407642,5.02910953596866
"108",3.904229497,1.242167752,"13",0.904229497,5.68144148986879
"109",3.979736301,1.134124856,"13",0.979736301,6.15586473135368
"110",4.111873208,0.951283033,"13",0.111873208,0.702920096772643
"111",4.253448465,0.811183455,"13",0.253448465,1.59246367141522
"112",4.451653826,0.642589046,"13",0.451653826,2.83782468345465
"113",4.634128602,0.525443636,"13",0.634128602,3.98434751494873
"114",4.933009701,0.395202117,"13",0.933009701,5.86227284477922
"115",5.102900009,0.346785578,"13",0.102900009,0.646539824657446
"116",5.351443239,0.295901953,"13",0.351443239,2.2081829955924
"117",5.622009286,0.25695902,"13",0.622009286,3.90819960672446
"118",5.810776296,0.229414018,"13",0.810776296,5.09425771043669
"119",6.065611759,0.197033529,"13",0.0656117590000003,0.41225084012701
"120",6.27514314,0.176698583,"13",0.27514314,1.72877533461926
"121",6.487977943,0.165894293,"13",0.487977943,3.06605584168532
"122",6.686655221,0.15152815,"13",0.686655221,4.31438199568535
"123",6.896186602,0.14047561,"13",0.896186602,5.6309064901776
"124",7.103830313,0.130977334,"13",0.103830313,0.652385097081455
"125",7.311474023,0.133136033,"13",0.311474023,1.95704900488171
"126",7.519117734,0.132704293,"13",0.519117734,3.26171291896516
"127",7.710581415,0.129003666,"13",0.710581415,4.46471470628288
"128",7.934405156,0.135726472,"13",0.934405156,5.87104074713205
"129",8.142048866,0.143066049,"13",0.142048866,0.89251934775272
"130",8.363850103,0.153427805,"13",0.363850103000001,2.28613762118538
"131",8.557336288,0.176741757,"13",0.557336288,3.50184717591961
"132",8.76767667,0.220594189,"13",0.76767667,4.82345477360855
"133",8.963185359,0.271364739,"13",0.963185359000001,6.0518720957593
"134",9.287235392,0.365555981,"13",0.287235391999999,1.80475319471637
"135",9.535149398,0.456422827,"13",0.535149398,3.3624428346596
"136",9.708815047,0.511340134,"13",0.708815047,4.45361628881821
"137",9.869267006,0.538899528,"13",0.869267005999999,5.46176568011519
"138",10.12619988,0.515417677,"13",0.12619988,0.792937231783825
"139",10.35770164,0.459747223,"13",0.35770164,2.24750568880204
"140",10.59601999,0.383761011,"13",0.59601999,3.74490404395333
"141",10.86029381,0.295374271,"13",0.86029381,5.40538542684955
"142",11.08681422,0.236753595,"13",0.0868142200000008,0.545469831558261
"143",11.28906459,0.199562291,"13",0.289064590000001,1.81624638471389
"144",11.55873174,0.172856098,"13",0.558731740000001,3.51061505942289
"145",11.83978485,0.147623303,"13",0.839784849999999,5.27652383071201
"146",0.418876901,6.536188179,"14",0.418876901,2.63188118988012
